dataset,#TrainingRelease,%Training,%Defective in Training,%Defective in Testing,Classifier,FeatureSelection,Balancing,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
SYNCOPE,15,92,38,54,RandomForest,No FS,OverSampling,320.0,65.0,278.0,98.0,0.861669479822004,0.5711164049885382,0.8311688311688312,0.7655502392344498
SYNCOPE,15,92,38,54,IBK,No FS,OverSampling,323.0,89.0,254.0,95.0,0.8153151896438685,0.5124478582719936,0.7839805825242718,0.7727272727272727
SYNCOPE,15,92,38,54,NaiveBayes,No FS,Smote,192.0,15.0,328.0,226.0,0.8810872264148312,0.3938619771096562,0.927536231884058,0.45933014354066987
SYNCOPE,15,92,38,54,RandomForest,No FS,Smote,354.0,79.0,264.0,64.0,0.8771674083167101,0.618997769787447,0.8175519630484989,0.84688995215311
SYNCOPE,15,92,38,54,IBK,No FS,Smote,367.0,84.0,259.0,51.0,0.8633922468508934,0.6386044400980747,0.8137472283813747,0.8779904306220095
SYNCOPE,15,92,38,54,NaiveBayes,BF,No Sampling,343.0,88.0,598.0,493.0,0.7668414426604545,0.2678221010778792,0.7958236658932715,0.4102870813397129
SYNCOPE,15,92,38,54,RandomForest,BF,No Sampling,406.0,97.0,589.0,430.0,0.7962139230264902,0.32988064584583043,0.8071570576540755,0.48564593301435405
SYNCOPE,15,92,38,54,IBK,BF,No Sampling,472.0,129.0,557.0,364.0,0.792737002524865,0.3653194523625451,0.7853577371048253,0.5645933014354066
SYNCOPE,15,92,38,54,NaiveBayes,BF,UnderSampling,315.0,144.0,199.0,103.0,0.6920501625120314,0.3373814215663811,0.6862745098039216,0.7535885167464115
SYNCOPE,15,92,38,54,RandomForest,BF,UnderSampling,301.0,104.0,239.0,117.0,0.7746871817763332,0.41547599601005125,0.7432098765432099,0.7200956937799043
SYNCOPE,15,92,38,54,IBK,BF,UnderSampling,349.0,93.0,250.0,69.0,0.8508655683736243,0.5673526397798897,0.7895927601809954,0.8349282296650717
SYNCOPE,15,92,38,54,NaiveBayes,BF,OverSampling,174.0,77.0,266.0,244.0,0.693068478245707,0.18375195891376772,0.6932270916334662,0.41626794258373206
SYNCOPE,15,92,38,54,RandomForest,BF,OverSampling,165.0,49.0,294.0,253.0,0.776521545050009,0.23912093442101925,0.7710280373831776,0.39473684210526316
SYNCOPE,15,92,38,54,IBK,BF,OverSampling,238.0,51.0,292.0,180.0,0.8214041597500245,0.4069589741686711,0.8235294117647058,0.569377990430622
SYNCOPE,15,92,38,54,NaiveBayes,BF,Smote,338.0,167.0,176.0,80.0,0.6916491135073305,0.329223511274949,0.6693069306930693,0.8086124401913876
SYNCOPE,15,92,38,54,RandomForest,BF,Smote,286.0,96.0,247.0,132.0,0.785728235244884,0.40055554020065776,0.7486910994764397,0.6842105263157895
SYNCOPE,15,92,38,54,IBK,BF,Smote,363.0,87.0,256.0,55.0,0.8662065646490995,0.6199656758619719,0.8066666666666666,0.868421052631579
SYNCOPE,16,93,39,59,NaiveBayes,No FS,No Sampling,176.0,7.0,303.0,277.0,0.9095207576728619,0.3217140889598397,0.9617486338797814,0.38852097130242824
SYNCOPE,16,93,39,59,RandomForest,No FS,No Sampling,279.0,12.0,298.0,174.0,0.910539058605711,0.5332043969923626,0.9587628865979382,0.6158940397350994
SYNCOPE,16,93,39,59,IBK,No FS,No Sampling,319.0,21.0,289.0,134.0,0.8971160008545183,0.601826819159717,0.9382352941176471,0.7041942604856513
SYNCOPE,16,93,39,59,NaiveBayes,No FS,UnderSampling,203.0,11.0,299.0,250.0,0.9060528377127395,0.3678742496913061,0.9485981308411215,0.4481236203090508
SYNCOPE,16,93,39,59,RandomForest,No FS,UnderSampling,365.0,46.0,264.0,88.0,0.9013672292245247,0.6435896899597722,0.8880778588807786,0.8057395143487859
SYNCOPE,16,93,39,59,IBK,No FS,UnderSampling,377.0,68.0,242.0,76.0,0.8693726411735384,0.6103885051275868,0.8471910112359551,0.8322295805739515
SYNCOPE,16,93,39,59,NaiveBayes,No FS,OverSampling,186.0,10.0,300.0,267.0,0.8969308552303639,0.33456020100059514,0.9489795918367347,0.4105960264900662
SYNCOPE,16,93,39,59,RandomForest,No FS,OverSampling,349.0,46.0,264.0,104.0,0.8895250302641886,0.6041901547272387,0.8835443037974684,0.7704194260485652
SYNCOPE,16,93,39,59,IBK,No FS,OverSampling,348.0,64.0,246.0,105.0,0.8506551306700847,0.5502732602546708,0.8446601941747572,0.7682119205298014
SYNCOPE,16,93,39,59,NaiveBayes,No FS,Smote,211.0,13.0,297.0,242.0,0.9069144769636117,0.37958974130041745,0.9419642857142857,0.46578366445916114
SYNCOPE,16,93,39,59,RandomForest,No FS,Smote,379.0,54.0,256.0,74.0,0.9032614113793349,0.6557732976173694,0.8752886836027713,0.8366445916114791
SYNCOPE,16,93,39,59,IBK,No FS,Smote,378.0,55.0,255.0,75.0,0.8888236131880652,0.6503947553926406,0.8729792147806005,0.8344370860927153
SYNCOPE,16,93,39,59,NaiveBayes,BF,No Sampling,270.0,10.0,610.0,636.0,0.792725023143203,0.24313691768600718,0.9642857142857143,0.2980132450331126
SYNCOPE,16,93,39,59,RandomForest,BF,No Sampling,373.0,15.0,605.0,533.0,0.8417174036886705,0.34235931764061944,0.961340206185567,0.4116997792494481
SYNCOPE,16,93,39,59,IBK,BF,No Sampling,413.0,24.0,596.0,493.0,0.8354420351776686,0.37264765333888916,0.9450800915331807,0.45584988962472406
SYNCOPE,16,93,39,59,NaiveBayes,BF,UnderSampling,122.0,5.0,305.0,331.0,0.7881613615324361,0.2171443577889201,0.9606299212598425,0.2693156732891832
SYNCOPE,16,93,39,59,RandomForest,BF,UnderSampling,320.0,36.0,274.0,133.0,0.8662714519689525,0.5624925779778848,0.898876404494382,0.7064017660044151
SYNCOPE,16,93,39,59,IBK,BF,UnderSampling,345.0,58.0,252.0,108.0,0.8658869187495549,0.5602305475504324,0.8560794044665012,0.7615894039735099
SYNCOPE,16,93,39,59,NaiveBayes,BF,OverSampling,94.0,3.0,307.0,359.0,0.7881613615324361,0.16747245062814983,0.9690721649484536,0.20750551876379691
SYNCOPE,16,93,39,59,RandomForest,BF,OverSampling,243.0,22.0,288.0,210.0,0.8675532293669443,0.42479463450140376,0.9169811320754717,0.5364238410596026
SYNCOPE,16,93,39,59,IBK,BF,OverSampling,241.0,22.0,288.0,212.0,0.8671971800897245,0.4203746388338797,0.9163498098859315,0.5320088300220751
SYNCOPE,16,93,39,59,NaiveBayes,BF,Smote,159.0,10.0,300.0,294.0,0.8247347432884711,0.2784690424049372,0.9408284023668639,0.3509933774834437
SYNCOPE,16,93,39,59,RandomForest,BF,Smote,345.0,58.0,252.0,108.0,0.8649683116143274,0.5602305475504324,0.8560794044665012,0.7615894039735099
SYNCOPE,16,93,39,59,IBK,BF,Smote,345.0,58.0,252.0,108.0,0.8669550665812148,0.5602305475504324,0.8560794044665012,0.7615894039735099
SYNCOPE,17,93,41,100,NaiveBayes,No FS,No Sampling,194.0,0.0,0.0,569.0,NaN,0.0,1.0,0.254259501965924
SYNCOPE,17,93,41,100,RandomForest,No FS,No Sampling,331.0,0.0,0.0,432.0,NaN,0.0,1.0,0.4338138925294889
SYNCOPE,17,93,41,100,IBK,No FS,No Sampling,336.0,0.0,0.0,427.0,NaN,0.0,1.0,0.44036697247706424
SYNCOPE,17,93,41,100,NaiveBayes,No FS,UnderSampling,227.0,0.0,0.0,536.0,NaN,0.0,1.0,0.29750982961992134
SYNCOPE,17,93,41,100,RandomForest,No FS,UnderSampling,408.0,0.0,0.0,355.0,NaN,0.0,1.0,0.5347313237221494
SYNCOPE,17,93,41,100,IBK,No FS,UnderSampling,448.0,0.0,0.0,315.0,NaN,0.0,1.0,0.5871559633027523
SYNCOPE,17,93,41,100,NaiveBayes,No FS,OverSampling,219.0,0.0,0.0,544.0,NaN,0.0,1.0,0.2870249017038008
SYNCOPE,17,93,41,100,RandomForest,No FS,OverSampling,392.0,0.0,0.0,371.0,NaN,0.0,1.0,0.5137614678899083
SYNCOPE,17,93,41,100,IBK,No FS,OverSampling,413.0,0.0,0.0,350.0,NaN,0.0,1.0,0.5412844036697247
SYNCOPE,17,93,41,100,NaiveBayes,No FS,Smote,237.0,0.0,0.0,526.0,NaN,0.0,1.0,0.3106159895150721
SYNCOPE,17,93,41,100,RandomForest,No FS,Smote,435.0,0.0,0.0,328.0,NaN,0.0,1.0,0.5701179554390564
SYNCOPE,17,93,41,100,IBK,No FS,Smote,446.0,0.0,0.0,317.0,NaN,0.0,1.0,0.5845347313237221
SYNCOPE,17,93,41,100,NaiveBayes,BF,No Sampling,291.0,0.0,0.0,1235.0,NaN,0.0,1.0,0.190694626474443
SYNCOPE,17,93,41,100,RandomForest,BF,No Sampling,428.0,0.0,0.0,1098.0,NaN,0.0,1.0,0.2804718217562254
SYNCOPE,17,93,41,100,IBK,BF,No Sampling,433.0,0.0,0.0,1093.0,NaN,0.0,1.0,0.2837483617300131
SYNCOPE,17,93,41,100,NaiveBayes,BF,UnderSampling,127.0,0.0,0.0,636.0,NaN,0.0,1.0,0.16644823066841416
SYNCOPE,17,93,41,100,RandomForest,BF,UnderSampling,356.0,0.0,0.0,407.0,NaN,0.0,1.0,0.46657929226736566
SYNCOPE,17,93,41,100,IBK,BF,UnderSampling,356.0,0.0,0.0,407.0,NaN,0.0,1.0,0.46657929226736566
SYNCOPE,17,93,41,100,NaiveBayes,BF,OverSampling,97.0,0.0,0.0,666.0,NaN,0.0,1.0,0.127129750982962
SYNCOPE,17,93,41,100,RandomForest,BF,OverSampling,311.0,0.0,0.0,452.0,NaN,0.0,1.0,0.4076015727391874
SYNCOPE,17,93,41,100,IBK,BF,OverSampling,311.0,0.0,0.0,452.0,NaN,0.0,1.0,0.4076015727391874
SYNCOPE,17,93,41,100,NaiveBayes,BF,Smote,196.0,0.0,0.0,567.0,NaN,0.0,1.0,0.25688073394495414
SYNCOPE,17,93,41,100,RandomForest,BF,Smote,477.0,0.0,0.0,286.0,NaN,0.0,1.0,0.6251638269986893
SYNCOPE,17,93,41,100,IBK,BF,Smote,477.0,0.0,0.0,286.0,NaN,0.0,1.0,0.6251638269986893
SYNCOPE,18,93,45,1,NaiveBayes,No FS,No Sampling,7.0,200.0,662.0,4.0,0.7568023623708079,0.04127906976744214,0.033816425120772944,0.6363636363636364
SYNCOPE,18,93,45,1,RandomForest,No FS,No Sampling,9.0,356.0,506.0,2.0,0.6738029951487028,0.023996152621027073,0.024657534246575342,0.8181818181818182
SYNCOPE,18,93,45,1,IBK,No FS,No Sampling,8.0,500.0,362.0,3.0,0.566230753005695,0.006318014260790065,0.015748031496062992,0.7272727272727273
SYNCOPE,18,93,45,1,NaiveBayes,No FS,UnderSampling,8.0,217.0,645.0,3.0,0.7539548618434929,0.044848267836361956,0.035555555555555556,0.7272727272727273
SYNCOPE,18,93,45,1,RandomForest,No FS,UnderSampling,9.0,410.0,452.0,2.0,0.6728538283062645,0.017740296909649136,0.021479713603818614,0.8181818181818182
SYNCOPE,18,93,45,1,IBK,No FS,UnderSampling,8.0,553.0,309.0,3.0,0.5566336215988188,0.0033387130554768008,0.0142602495543672,0.7272727272727273
SYNCOPE,18,93,45,1,NaiveBayes,No FS,OverSampling,6.0,210.0,652.0,5.0,0.737924488504535,0.029593783444232614,0.027777777777777776,0.5454545454545454
SYNCOPE,18,93,45,1,RandomForest,No FS,OverSampling,9.0,397.0,465.0,2.0,0.6294030795190888,0.01909836134820579,0.022167487684729065,0.8181818181818182
SYNCOPE,18,93,45,1,IBK,No FS,OverSampling,8.0,493.0,369.0,3.0,0.5118118540392322,0.006757593691077538,0.015968063872255488,0.7272727272727273
SYNCOPE,18,93,45,1,NaiveBayes,No FS,Smote,8.0,248.0,614.0,3.0,0.7573296772832736,0.036648363001684024,0.03125,0.7272727272727273
SYNCOPE,18,93,45,1,RandomForest,No FS,Smote,10.0,577.0,285.0,1.0,0.6800253111157983,0.008928781867462845,0.017035775127768313,0.9090909090909091
SYNCOPE,18,93,45,1,IBK,No FS,Smote,9.0,633.0,229.0,2.0,0.5340118118540392,0.0028599951434044118,0.014018691588785047,0.8181818181818182
SYNCOPE,18,93,45,1,NaiveBayes,BF,No Sampling,12.0,319.0,1405.0,10.0,0.7463483442311749,0.04543233838617158,0.03625377643504532,0.5454545454545454
SYNCOPE,18,93,45,1,RandomForest,BF,No Sampling,14.0,475.0,1249.0,8.0,0.7025284750052732,0.03143713606450039,0.028629856850715747,0.6363636363636364
SYNCOPE,18,93,45,1,IBK,BF,No Sampling,13.0,619.0,1105.0,9.0,0.6465012655557899,0.01578707377234579,0.020569620253164556,0.5909090909090909
SYNCOPE,18,93,45,1,NaiveBayes,BF,UnderSampling,5.0,142.0,720.0,6.0,0.7727800042185193,0.040801781737194204,0.034013605442176874,0.45454545454545453
SYNCOPE,18,93,45,1,RandomForest,BF,UnderSampling,10.0,350.0,512.0,1.0,0.7937671377346551,0.030193408721907202,0.027777777777777776,0.9090909090909091
SYNCOPE,18,93,45,1,IBK,BF,UnderSampling,10.0,350.0,512.0,1.0,0.7787913942206286,0.030193408721907202,0.027777777777777776,0.9090909090909091
SYNCOPE,18,93,45,1,NaiveBayes,BF,OverSampling,5.0,119.0,743.0,6.0,0.7727800042185193,0.052133730575798516,0.04032258064516129,0.45454545454545453
SYNCOPE,18,93,45,1,RandomForest,BF,OverSampling,10.0,350.0,512.0,1.0,0.7666631512339169,0.030193408721907202,0.027777777777777776,0.9090909090909091
SYNCOPE,18,93,45,1,IBK,BF,OverSampling,9.0,345.0,517.0,2.0,0.7624446319341911,0.02549725436454692,0.025423728813559324,0.8181818181818182
SYNCOPE,18,93,45,1,NaiveBayes,BF,Smote,7.0,217.0,645.0,4.0,0.7730963931659988,0.03642865347830203,0.03125,0.6363636363636364
SYNCOPE,18,93,45,1,RandomForest,BF,Smote,10.0,544.0,318.0,1.0,0.7861738029951487,0.010959200261091689,0.018050541516245487,0.9090909090909091
SYNCOPE,18,93,45,1,IBK,BF,Smote,10.0,544.0,318.0,1.0,0.7737291710609576,0.010959200261091689,0.018050541516245487,0.9090909090909091
SYNCOPE,19,93,41,3,NaiveBayes,No FS,No Sampling,21.0,178.0,680.0,14.0,0.7812520812520812,0.12088272693711803,0.10552763819095477,0.6
SYNCOPE,19,93,41,3,RandomForest,No FS,No Sampling,21.0,286.0,572.0,14.0,0.7223443223443223,0.0564110511559759,0.06840390879478828,0.6
SYNCOPE,19,93,41,3,IBK,No FS,No Sampling,21.0,296.0,562.0,14.0,0.6159174159174159,0.052425841873583616,0.06624605678233439,0.6
SYNCOPE,19,93,41,3,NaiveBayes,No FS,UnderSampling,24.0,208.0,650.0,11.0,0.7861638361638361,0.11982483538937204,0.10344827586206896,0.6857142857142857
SYNCOPE,19,93,41,3,RandomForest,No FS,UnderSampling,24.0,368.0,490.0,11.0,0.7341991341991342,0.04358650468673608,0.061224489795918366,0.6857142857142857
SYNCOPE,19,93,41,3,IBK,No FS,UnderSampling,22.0,365.0,493.0,13.0,0.6312687312687313,0.03488717849014757,0.056847545219638244,0.6285714285714286
SYNCOPE,19,93,41,3,NaiveBayes,No FS,OverSampling,23.0,197.0,661.0,12.0,0.7843489843489844,0.12094293855827412,0.10454545454545454,0.6571428571428571
SYNCOPE,19,93,41,3,RandomForest,No FS,OverSampling,28.0,362.0,496.0,7.0,0.7201798201798202,0.06447015402086738,0.07179487179487179,0.8
SYNCOPE,19,93,41,3,IBK,No FS,OverSampling,23.0,362.0,496.0,12.0,0.6308191808191809,0.04058487259774217,0.05974025974025974,0.6571428571428571
SYNCOPE,19,93,41,3,NaiveBayes,No FS,Smote,24.0,221.0,637.0,11.0,0.7758741258741259,0.11041264116106307,0.09795918367346938,0.6857142857142857
SYNCOPE,19,93,41,3,RandomForest,No FS,Smote,25.0,391.0,467.0,10.0,0.7168831168831169,0.04156596355149461,0.06009615384615385,0.7142857142857143
SYNCOPE,19,93,41,3,IBK,No FS,Smote,23.0,399.0,459.0,12.0,0.618981018981019,0.030478575447549977,0.054502369668246446,0.6571428571428571
SYNCOPE,19,93,41,3,NaiveBayes,BF,No Sampling,36.0,258.0,1458.0,34.0,0.7666000666000666,0.14357970519456675,0.12244897959183673,0.5142857142857142
SYNCOPE,19,93,41,3,RandomForest,BF,No Sampling,36.0,366.0,1350.0,34.0,0.7502955377955378,0.09191673700159635,0.08955223880597014,0.5142857142857142
SYNCOPE,19,93,41,3,IBK,BF,No Sampling,36.0,376.0,1340.0,34.0,0.6879329004329005,0.08828993042586146,0.08737864077669903,0.5142857142857142
SYNCOPE,19,93,41,3,NaiveBayes,BF,UnderSampling,18.0,106.0,752.0,17.0,0.7844655344655345,0.17604476884184672,0.14516129032258066,0.5142857142857142
SYNCOPE,19,93,41,3,RandomForest,BF,UnderSampling,29.0,332.0,526.0,6.0,0.8153846153846154,0.08077768776761933,0.08033240997229917,0.8285714285714286
SYNCOPE,19,93,41,3,IBK,BF,UnderSampling,29.0,332.0,526.0,6.0,0.8121711621711621,0.08077768776761933,0.08033240997229917,0.8285714285714286
SYNCOPE,19,93,41,3,NaiveBayes,BF,OverSampling,15.0,80.0,778.0,20.0,0.7844655344655345,0.18402777777777818,0.15789473684210525,0.42857142857142855
SYNCOPE,19,93,41,3,RandomForest,BF,OverSampling,28.0,320.0,538.0,7.0,0.803912753912754,0.08074066845264874,0.08045977011494253,0.8
SYNCOPE,19,93,41,3,IBK,BF,OverSampling,24.0,294.0,564.0,11.0,0.7688644688644689,0.07032825998655154,0.07547169811320754,0.6857142857142857
SYNCOPE,19,93,41,3,NaiveBayes,BF,Smote,24.0,169.0,689.0,11.0,0.7852980352980353,0.15441834040001223,0.12435233160621761,0.6857142857142857
SYNCOPE,19,93,41,3,RandomForest,BF,Smote,32.0,523.0,335.0,3.0,0.8085248085248086,0.037502561370435596,0.05765765765765766,0.9142857142857143
SYNCOPE,19,93,41,3,IBK,BF,Smote,32.0,523.0,335.0,3.0,0.8070263070263071,0.037502561370435596,0.05765765765765766,0.9142857142857143
SYNCOPE,20,93,39,12,NaiveBayes,No FS,No Sampling,43.0,148.0,635.0,73.0,0.6053639846743295,0.1424458630617099,0.225130890052356,0.3706896551724138
SYNCOPE,20,93,39,12,RandomForest,No FS,No Sampling,41.0,238.0,545.0,75.0,0.5560950367728014,0.030959752321981546,0.14695340501792115,0.35344827586206895
SYNCOPE,20,93,39,12,IBK,No FS,No Sampling,46.0,280.0,503.0,70.0,0.5125787202184349,0.02199387056066355,0.1411042944785276,0.39655172413793105
SYNCOPE,20,93,39,12,NaiveBayes,No FS,UnderSampling,44.0,163.0,620.0,72.0,0.6030574272250848,0.12827569702046193,0.21256038647342995,0.3793103448275862
SYNCOPE,20,93,39,12,RandomForest,No FS,UnderSampling,53.0,337.0,446.0,63.0,0.5279319152684194,0.013210249880630359,0.1358974358974359,0.45689655172413796
SYNCOPE,20,93,39,12,IBK,No FS,UnderSampling,56.0,358.0,425.0,60.0,0.4993834500374334,0.012196981247141397,0.13526570048309178,0.4827586206896552
SYNCOPE,20,93,39,12,NaiveBayes,No FS,OverSampling,48.0,171.0,612.0,68.0,0.608672435812745,0.14178153596663975,0.2191780821917808,0.41379310344827586
SYNCOPE,20,93,39,12,RandomForest,No FS,OverSampling,54.0,331.0,452.0,62.0,0.5580547848681023,0.02152437555216468,0.14025974025974025,0.46551724137931033
SYNCOPE,20,93,39,12,IBK,No FS,OverSampling,53.0,349.0,434.0,63.0,0.5148137138327388,0.00545086435134714,0.1318407960199005,0.45689655172413796
SYNCOPE,20,93,39,12,NaiveBayes,No FS,Smote,48.0,186.0,597.0,68.0,0.5982736601048135,0.12296725328580997,0.20512820512820512,0.41379310344827586
SYNCOPE,20,93,39,12,RandomForest,No FS,Smote,51.0,356.0,427.0,65.0,0.5377086361034042,-0.007254765763679944,0.12530712530712532,0.4396551724137931
SYNCOPE,20,93,39,12,IBK,No FS,Smote,56.0,374.0,409.0,60.0,0.5096335931651033,0.0023728310840873054,0.13023255813953488,0.4827586206896552
SYNCOPE,20,93,39,12,NaiveBayes,BF,No Sampling,70.0,216.0,1350.0,162.0,0.6087302373717356,0.1490196078431371,0.24475524475524477,0.3017241379310345
SYNCOPE,20,93,39,12,RandomForest,BF,No Sampling,68.0,306.0,1260.0,164.0,0.5683352050028625,0.07749778396859554,0.18181818181818182,0.29310344827586204
SYNCOPE,20,93,39,12,IBK,BF,No Sampling,73.0,348.0,1218.0,159.0,0.5478005130576474,0.06862222222222229,0.17339667458432304,0.3146551724137931
SYNCOPE,20,93,39,12,NaiveBayes,BF,UnderSampling,32.0,92.0,691.0,84.0,0.6240146210419695,0.15384615384615385,0.25806451612903225,0.27586206896551724
SYNCOPE,20,93,39,12,RandomForest,BF,UnderSampling,69.0,292.0,491.0,47.0,0.6518364381027877,0.11681653920497514,0.19113573407202217,0.5948275862068966
SYNCOPE,20,93,39,12,IBK,BF,UnderSampling,69.0,292.0,491.0,47.0,0.6505703087153741,0.11681653920497514,0.19113573407202217,0.5948275862068966
SYNCOPE,20,93,39,12,NaiveBayes,BF,OverSampling,27.0,68.0,715.0,89.0,0.6240146210419695,0.15810413423283168,0.28421052631578947,0.23275862068965517
SYNCOPE,20,93,39,12,RandomForest,BF,OverSampling,61.0,227.0,556.0,55.0,0.6517153300744264,0.1446183953033268,0.21180555555555555,0.5258620689655172
SYNCOPE,20,93,39,12,IBK,BF,OverSampling,64.0,276.0,507.0,52.0,0.6472178182939182,0.10932025227750518,0.18823529411764706,0.5517241379310345
SYNCOPE,20,93,39,12,NaiveBayes,BF,Smote,41.0,152.0,631.0,75.0,0.6237448804333465,0.12420659614187934,0.21243523316062177,0.35344827586206895
SYNCOPE,20,93,39,12,RandomForest,BF,Smote,82.0,394.0,389.0,34.0,0.651583212225305,0.08773377337733775,0.1722689075630252,0.7068965517241379
SYNCOPE,20,93,39,12,IBK,BF,Smote,82.0,394.0,389.0,34.0,0.6524584929757343,0.08773377337733775,0.1722689075630252,0.7068965517241379
SYNCOPE,21,94,37,98,NaiveBayes,No FS,No Sampling,181.0,0.0,15.0,704.0,0.8708851224105462,0.008497253650063352,1.0,0.20451977401129945
SYNCOPE,21,94,37,98,RandomForest,No FS,No Sampling,206.0,0.0,15.0,679.0,0.7713747645951036,0.01001166407465007,1.0,0.2327683615819209
SYNCOPE,21,94,37,98,IBK,No FS,No Sampling,297.0,0.0,15.0,588.0,0.8777777777777778,0.016557952834922243,1.0,0.33559322033898303
SYNCOPE,21,94,37,98,NaiveBayes,No FS,UnderSampling,231.0,0.0,15.0,654.0,0.8759322033898305,0.0116366933655735,1.0,0.26101694915254237
SYNCOPE,21,94,37,98,RandomForest,No FS,UnderSampling,401.0,0.0,15.0,484.0,0.7457627118644068,0.026874874338181066,1.0,0.45310734463276836
SYNCOPE,21,94,37,98,IBK,No FS,UnderSampling,417.0,0.0,15.0,468.0,0.8854990583804143,0.02884415853911597,1.0,0.4711864406779661
SYNCOPE,21,94,37,98,NaiveBayes,No FS,OverSampling,204.0,0.0,15.0,681.0,0.864406779661017,0.00988659494038966,1.0,0.2305084745762712
SYNCOPE,21,94,37,98,RandomForest,No FS,OverSampling,383.0,0.0,15.0,502.0,0.7128436911487759,0.024800880657903264,1.0,0.4327683615819209
SYNCOPE,21,94,37,98,IBK,No FS,OverSampling,386.0,0.0,15.0,499.0,0.8563088512241055,0.025136754363115313,1.0,0.43615819209039547
SYNCOPE,21,94,37,98,NaiveBayes,No FS,Smote,224.0,0.0,15.0,661.0,0.88,0.011169841428144018,1.0,0.25310734463276835
SYNCOPE,21,94,37,98,RandomForest,No FS,Smote,400.0,0.0,15.0,485.0,0.7954802259887006,0.026755852842809402,1.0,0.4519774011299435
SYNCOPE,21,94,37,98,IBK,No FS,Smote,417.0,0.0,15.0,468.0,0.8777777777777778,0.02884415853911597,1.0,0.4711864406779661
SYNCOPE,21,94,37,98,NaiveBayes,BF,No Sampling,383.0,0.0,30.0,1387.0,0.876045197740113,0.009120567713666566,1.0,0.21638418079096045
SYNCOPE,21,94,37,98,RandomForest,BF,No Sampling,408.0,0.0,30.0,1362.0,0.841864406779661,0.00988659494038966,1.0,0.2305084745762712
SYNCOPE,21,94,37,98,IBK,BF,No Sampling,499.0,0.0,30.0,1271.0,0.8823446327683616,0.012917756089984175,1.0,0.28192090395480224
SYNCOPE,21,94,37,98,NaiveBayes,BF,UnderSampling,415.0,1.0,14.0,470.0,0.9187193973634652,0.024575452160706897,0.9975961538461539,0.4689265536723164
SYNCOPE,21,94,37,98,RandomForest,BF,UnderSampling,385.0,1.0,14.0,500.0,0.824331450094162,0.021229486845532684,0.9974093264248705,0.4350282485875706
SYNCOPE,21,94,37,98,IBK,BF,UnderSampling,415.0,0.0,15.0,470.0,0.8551035781544256,0.02859111264209438,1.0,0.4689265536723164
SYNCOPE,21,94,37,98,NaiveBayes,BF,OverSampling,181.0,0.0,15.0,704.0,0.9186817325800377,0.008497253650063352,1.0,0.20451977401129945
SYNCOPE,21,94,37,98,RandomForest,BF,OverSampling,162.0,0.0,15.0,723.0,0.8248587570621468,0.007413509060955491,1.0,0.18305084745762712
SYNCOPE,21,94,37,98,IBK,BF,OverSampling,266.0,0.0,15.0,619.0,0.7931450094161958,0.0141218942450627,1.0,0.30056497175141245
SYNCOPE,21,94,37,98,NaiveBayes,BF,Smote,476.0,1.0,14.0,409.0,0.9186817325800377,0.03279075253597531,0.9979035639412998,0.5378531073446328
SYNCOPE,21,94,37,98,RandomForest,BF,Smote,347.0,1.0,14.0,538.0,0.8119774011299435,0.017499088589135965,0.9971264367816092,0.392090395480226
SYNCOPE,21,94,37,98,IBK,BF,Smote,406.0,0.0,15.0,479.0,0.8430885122410546,0.027476989713048246,1.0,0.45875706214689266
SYNCOPE,22,94,41,98,NaiveBayes,No FS,No Sampling,188.0,0.0,15.0,699.0,0.9143179255918827,0.008866000773417104,1.0,0.21195039458850057
SYNCOPE,22,94,41,98,RandomForest,No FS,No Sampling,293.0,0.0,15.0,594.0,0.9685080796692973,0.016140938488150514,1.0,0.33032694475760993
SYNCOPE,22,94,41,98,IBK,No FS,No Sampling,367.0,0.0,15.0,520.0,1.0,0.02293511092594521,1.0,0.4137542277339346
SYNCOPE,22,94,41,98,NaiveBayes,No FS,UnderSampling,216.0,0.0,15.0,671.0,0.9077790304396843,0.010593047168485024,1.0,0.24351747463359638
SYNCOPE,22,94,41,98,RandomForest,No FS,UnderSampling,419.0,0.0,15.0,468.0,0.9461856444945509,0.028916095015941813,1.0,0.47237880496054113
SYNCOPE,22,94,41,98,IBK,No FS,UnderSampling,480.0,0.0,15.0,407.0,1.0,0.03774435538407521,1.0,0.5411499436302142
SYNCOPE,22,94,41,98,NaiveBayes,No FS,OverSampling,222.0,0.0,15.0,665.0,0.9146937241638482,0.010981219805767604,1.0,0.2502818489289741
SYNCOPE,22,94,41,98,RandomForest,No FS,OverSampling,414.0,0.0,15.0,473.0,0.9211574596016535,0.028287318990766756,1.0,0.46674182638105977
SYNCOPE,22,94,41,98,IBK,No FS,OverSampling,485.0,0.0,15.0,402.0,0.9795189778278842,0.038578405638015206,1.0,0.5467869222096956
SYNCOPE,22,94,41,98,NaiveBayes,No FS,Smote,244.0,0.0,15.0,643.0,0.9279969936114243,0.012463690137679437,1.0,0.2750845546786922
SYNCOPE,22,94,41,98,RandomForest,No FS,Smote,470.0,0.0,15.0,417.0,0.9543780533633972,0.036132166853734056,1.0,0.5298759864712514
SYNCOPE,22,94,41,98,IBK,No FS,Smote,478.0,0.0,15.0,409.0,1.0,0.037416048719139575,1.0,0.5388951521984217
SYNCOPE,22,94,41,98,NaiveBayes,BF,No Sampling,283.0,0.0,30.0,1491.0,0.7193818113491168,0.006273219779927449,1.0,0.15952649379932357
